子商户编号,交易日期,交易时间,订单号,支付方式,交易金额,清算金额,手续费,手续费率
tl00108,20210520,172310,447811537284673536,微信,138,138,.35,255
tl20210105,20210520,172311,447811538714931200,微信,8,8,.02,200
TL1229,20210520,172313,447811547095150592,微信,50,50,.13,255
tl20210105,20210520,172432,447811880143859712,微信,8,8,.02,200
TL1229,20210520,172433,447811884384301056,微信,50,50,.13,255
tl20210105,20210520,172433,447811884539490304,微信,48,48,.1,200
tl00108,20210520,172435,447811892936486912,微信,210,210,.53,255
TL1229,20210520,172608,447812282620882944,微信,28,28,.07,255
tl20210105,20210520,172611,447812295212183552,微信,8,8,.02,200
tl20210105,20210520,172930,447813129358585856,微信,8,8,.02,200
tl20210105,20210520,172930,447813129769627648,微信,10,10,.02,200
tl20210105,20210520,173056,447813484041515008,微信,48,48,.1,200
tl20210105,20210520,173057,447813492908273664,微信,18,18,.04,200
tl20210105,20210520,173058,447813496045613056,微信,103,103,.21,200
TL1229,20210520,173059,447813502311903232,微信,25,25,.06,255
TL1229,20210520,173242,447813937248645120,微信,35,35,.09,255
TL1229,20210520,173419,447814343034974208,微信,47,47,.12,255
tl20210105,20210520,173843,447815447219056640,微信,8,8,.02,200
tl20210105,20210520,174029,447815892566061056,微信,36,36,.07,200
tl00108,20210520,174156,447816259408277504,微信,66,66,.17,255
TL1229,20210520,174156,447816260666568704,微信,20,20,.05,255
TL1229,20210520,174317,447816600002539520,微信,15,15,.04,255
tl20210105,20210520,174511,447817077138173952,微信,10,10,.02,200
TL1229,20210520,174639,447817444773113856,微信,28,28,.07,255
TL1229,20210520,174640,447817452050231296,微信,28,28,.07,255
TL1229,20210520,174810,447817827822120960,微信,25,25,.06,255
tl20210105,20210520,174956,447818269998231552,微信,48,48,.1,200
tl20210105,20210520,174958,447818279427026944,微信,25,25,.05,200
TL1229,20210520,174959,447818285135474688,微信,35,35,.09,255
TL1229,20210520,175144,447818723679318016,微信,15,15,.04,255
tl20210105,20210520,175145,447818726611136512,微信,10,10,.02,200
TL1229,20210520,175146,447818733531738112,微信,20,20,.05,255
TL1229,20210520,175332,447819176710287360,微信,10,10,.03,255
tl20210105,20210520,175332,447819178887131136,微信,10,10,.02,200
TL1229,20210520,175516,447819612280369152,微信,15,15,.04,255
TL1229,20210520,175658,447820042645319680,微信,50,50,.13,255
tl20210105,20210520,175846,447820497022660608,微信,40,40,.08,200
tl20210105,20210520,175847,447820497794412544,微信,45,45,.09,200
TL1229,20210520,180045,447820995800903680,微信,86,86,.22,255
tl20210105,20210520,180046,447820996555878400,微信,48,48,.1,200
tl20210105,20210520,180047,447821000913760256,微信,16,16,.03,200
TL1229,20210520,180047,447821001580654592,微信,130,130,.33,255
TL1229,20210520,180232,447821442989207552,微信,65,65,.17,255
TL1229,20210520,180234,447821450480234496,微信,10,10,.03,255
tl20210105,20210520,180238,447821468628987904,微信,37,37,.07,200
tl20210105,20210520,180241,447821480188489728,微信,15,15,.03,200
TL1229,20210520,180443,447821993026039808,微信,38,38,.1,255
tl20210105,20210520,180444,447821994531794944,微信,8,8,.02,200
tl20210105,20210520,163237,447798814983368704,微信,3,3,.01,200
tl20210105,20210520,163405,447799184505745408,微信,12,12,.02,200
tl20210105,20210520,163525,K520997219136299,微信,15,15,.03,200
TL1229,20210520,163646,447799857641205760,微信,38,38,.1,255
TL1229,20210520,163802,447800178522238976,微信,10,10,.03,255
tl00108,20210520,163914,447800480491155456,微信,586,586,1.49,255
tl20210105,20210520,164154,447801149964988416,微信,10,10,.02,200
tl20210105,20210520,164301,447801430199021568,微信,8,8,.02,200
tl20210105,20210520,164306,447801452898594816,微信,20,20,.04,200
TL1229,20210520,164546,447802125597847552,微信,20,20,.05,255
TL1229,20210520,164704,447802445967175680,微信,12,12,.03,255
TL1229,20210520,164834,447802826671566848,微信,15,15,.04,255
TL1229,20210520,164945,447803125272457216,微信,10,10,.03,255
TL1229,20210520,164948,447803138966859776,微信,55,55,.14,255
TL1229,20210520,165111,447803485651251200,微信,65,65,.17,255
tl20210105,20210520,165219,447803751511404544,微信,10,10,.02,200
tl20210105,20210520,165220,447803776043888640,微信,3,3,.01,200
tl20210105,20210520,165330,447804069636780032,微信,10,10,.02,200
TL1229,20210520,165332,447804078159605760,微信,15,15,.04,255
TL1229,20210520,165458,447804440216121344,微信,12,12,.03,255
TL1229,20210520,165620,447804785294094336,微信,43,43,.11,255
TL1229,20210520,165759,447805197673869312,微信,15,15,.04,255
TL1229,20210520,165921,447805541938147328,微信,15,15,.04,255
TL1229,20210520,165924,447805553808027648,微信,12,12,.03,255
TL1229,20210520,165926,447805562154692608,微信,40,40,.1,255
TL1229,20210520,165929,447805561076756480,微信,15,15,.04,255
TL1229,20210520,170209,447806246983872512,微信,10,10,.03,255
tl20210105,20210520,170317,447806533794574336,微信,25,25,.05,200
tl20210105,20210520,170318,447806534880899072,微信,16,16,.03,200
tl20210105,20210520,170318,447806536567009280,微信,8,8,.02,200
TL1229,20210520,170550,447807173082001408,微信,10,10,.03,255
TL1229,20210520,170717,447807539156660224,微信,40,40,.1,255
TL1229,20210520,170841,447807884188495872,微信,38,38,.1,255
TL1229,20210520,170842,447807894519066624,微信,10,10,.03,255
TL1229,20210520,171238,447808880889344000,微信,10,10,.03,255
TL1229,20210520,171238,447808885113008128,微信,48,48,.12,255
tl20210105,20210520,171241,447808896307605504,微信,15,15,.03,200
tl20210105,20210520,171429,447809351515418624,微信,8,8,.02,200
TL1229,20210520,171431,447809355206406144,微信,35,35,.09,255
tl20210105,20210520,171555,447809710401040384,微信,48,48,.1,200
TL1229,20210520,171555,447809708098367488,微信,10,10,.03,255
tl00108,20210520,171717,447810053046317056,微信,116,116,.3,255
TL1229,20210520,171837,447810392956907520,微信,10,10,.03,255
tl20210105,20210520,172007,447810766795223040,微信,12,12,.02,200
TL1229,20210520,172009,447810776169492480,微信,36,36,.09,255
tl20210105,20210520,172010,447810779784982528,微信,15,15,.03,200
TL1229,20210520,172143,447811169159000064,微信,10,10,.03,255
tl20210105,20210520,172315,447811555651530752,微信,40,40,.08,200
tl20210105,20210520,172317,447811564019167232,微信,6,6,.01,200
tl20210105,20210520,172318,447811570109296640,微信,8,8,.02,200
TL1229,20210520,172444,447811929544372224,微信,15,15,.04,255
tl20210105,20210520,172445,447811935995211776,微信,10,10,.02,200
TL1229,20210520,172757,447812740903120896,微信,45,45,.11,255
tl20210105,20210520,172758,447812742299824128,微信,8,8,.02,200
tl20210105,20210520,172758,K520028644523173,微信,48,48,.1,200
tl20210105,20210520,173106,447813531462316032,微信,48,48,.1,200
tl20210105,20210520,173248,447813959906275328,微信,18,18,.04,200
tl20210105,20210520,173252,447813975450365952,微信,48,48,.1,200
tl20210105,20210520,173422,447814356297363456,微信,60,60,.12,200
tl20210105,20210520,173552,447814730555109376,微信,15,15,.03,200
TL1229,20210520,173552,447814732903919616,微信,10,10,.03,255
TL1229,20210520,173552,447814734057353216,微信,10,10,.03,255
tl20210105,20210520,173720,447815099746136064,微信,8,8,.02,200
TL1229,20210520,173851,447815484611276800,微信,10,10,.03,255
tl20210105,20210520,173852,447815484569333760,微信,8,8,.02,200
TL1229,20210520,173852,447815486951698432,微信,20,20,.05,255
tl00108,20210520,174033,447815908529582080,微信,63,63,.16,255
tl20210105,20210520,174034,447815914259001344,微信,10,10,.02,200
tl20210105,20210520,174159,447816272398036992,微信,40,40,.08,200
TL1229,20210520,174201,447816275673788416,微信,10,10,.03,255
TL1229,20210520,174203,447816287417839616,微信,65,65,.17,255
tl20210105,20210520,174325,447816630641930240,微信,8,8,.02,200
TL1229,20210520,174326,447816636425875456,微信,15,15,.04,255
TL1229,20210520,174516,447817098340380672,微信,30,30,.08,255
tl20210105,20210520,174518,447817105781075968,微信,8,8,.02,200
TL1229,20210520,174647,447817479204155392,微信,65,65,.17,255
tl00108,20210520,174648,447817474611392512,微信,66,66,.17,255
tl20210105,20210520,174816,447817853281546240,微信,45,45,.09,200
TL1229,20210520,174959,447818286041444352,微信,10,10,.03,255
TL1229,20210520,175001,447818294488772608,微信,55,55,.14,255
tl20210105,20210520,175158,447818785532719104,微信,35,35,.07,200
tl20210105,20210520,175336,447819192782860288,微信,33,33,.07,200
TL1229,20210520,175519,447819627652493312,微信,10,10,.03,255
TL1229,20210520,175522,447819641506279424,微信,15,15,.04,255
TL1229,20210520,175523,447819638859673600,微信,40,40,.1,255
TL1229,20210520,175711,447820097410347008,微信,10,10,.03,255
tl00108,20210520,175713,447820103093628928,微信,25,25,.06,255
tl20210105,20210520,175852,447820519608987648,微信,10,10,.02,200
tl20210105,20210520,180053,447821026528374784,微信,8,8,.02,200
TL1229,20210520,180243,447821490628112384,微信,55,55,.14,255
tl20210105,20210520,180246,447821500715413504,微信,15,15,.03,200
TL1229,20210520,180249,447821516301447168,微信,28,28,.07,255
tl20210105,20210520,180458,447822031949180928,微信,25,25,.05,200
tl20210105,20210520,180500,447822063666507776,微信,8,8,.02,200
TL1229,20210520,163112,447798460015226880,微信,15,15,.04,255
tl20210105,20210520,163240,447798826760974336,微信,38,38,.08,200
TL1229,20210520,163406,447799186061832192,微信,48,48,.12,255
tl20210105,20210520,163407,447799193154400256,微信,18,18,.04,200
TL1229,20210520,163412,447799211458342912,微信,58,58,.15,255
TL1229,20210520,163528,447799532263878656,微信,15,15,.04,255
TL1229,20210520,163648,447799866520547328,微信,10,10,.03,255
TL1229,20210520,163649,447799871302053888,微信,15,15,.04,255
tl00108,20210520,163650,447799875622187008,微信,30,30,.08,255
TL1229,20210520,163651,447799877241188352,微信,20,20,.05,255
TL1229,20210520,163806,447800194015997952,微信,25,25,.06,255
TL1229,20210520,163807,447800196746489856,微信,35,35,.09,255
TL1229,20210520,163807,447800196842958848,微信,28,28,.07,255
TL1229,20210520,163919,447800499860451328,微信,10,10,.03,255
tl20210105,20210520,164041,447800825577517056,微信,57,57,.11,200
tl20210105,20210520,164043,447800851850637312,微信,12,12,.02,200
TL1229,20210520,164155,447801157007224832,微信,15,15,.04,255
TL1229,20210520,164200,447801174417780736,微信,40,40,.1,255
tl20210105,20210520,164200,447801174598135808,微信,8,8,.02,200
TL1229,20210520,164202,447801184077262848,微信,10,10,.03,255
TL1229,20210520,164310,447801471345143808,微信,25,25,.06,255
TL1229,20210520,164426,447801776812109824,微信,28,28,.07,255
tl20210105,20210520,164547,K520003429050662,微信,22,22,.04,200
tl20210105,20210520,164552,447802149090144256,微信,10,10,.02,200
tl20210105,20210520,164709,447802472160604160,微信,8,8,.02,200
TL1229,20210520,164710,447802478254927872,微信,28,28,.07,255
tl20210105,20210520,164711,447802480679235584,微信,38,38,.08,200
TL1229,20210520,164844,447802870825005056,微信,28,28,.07,255
tl20210105,20210520,164953,447803161922285568,微信,48,48,.1,200
TL1229,20210520,165113,447803494627061760,微信,10,10,.03,255
tl20210105,20210520,165114,447803497978310656,微信,48,48,.1,200
tl20210105,20210520,165221,447803781966245888,微信,8,8,.02,200
tl20210105,20210520,165222,447803786680643584,微信,6,6,.01,200
TL1229,20210520,165623,447804796480303104,微信,38,38,.1,255
TL1229,20210520,165623,447804796656463872,微信,10,10,.03,255
tl20210105,20210520,165624,447804801526050816,微信,25,25,.05,200
tl20210105,20210520,165625,447804805942652928,微信,40,40,.08,200
TL1229,20210520,165626,447804806617935872,微信,10,10,.03,255
TL1229,20210520,165804,447805218758635520,微信,80,80,.2,255
tl20210105,20210520,165930,447805581767258112,微信,35,35,.07,200
TL1229,20210520,170210,447806252792983552,微信,50,50,.13,255
TL1229,20210520,170321,447806547191181312,微信,55,55,.14,255
TL1229,20210520,170323,447806555428794368,微信,15,15,.04,255
TL1229,20210520,170434,447806853685751808,微信,15,15,.04,255
tl20210105,20210520,170435,447806860522467328,微信,8,8,.02,200
tl20210105,20210520,170603,447807226316107776,微信,10,10,.02,200
tl20210105,20210520,170723,447807562401492992,微信,10,10,.02,200
TL1229,20210520,170724,447807568399347712,微信,38,38,.1,255
tl20210105,20210520,170847,447807908700008448,微信,8,8,.02,200
tl20210105,20210520,171000,447808224287830016,微信,8,8,.02,200
TL1229,20210520,171120,447808545168863232,微信,10,10,.03,255
tl00108,20210520,171120,447808558896820224,微信,45,45,.11,255
TL1229,20210520,171247,447808921737670656,微信,28,28,.07,255
TL1229,20210520,171248,447808926695337984,微信,38,38,.1,255
TL1229,20210520,171433,447809366996594688,微信,38,38,.1,255
tl20210105,20210520,171434,447809370524004352,微信,55,55,.11,200
tl00108,20210520,171434,447809372612767744,微信,243,243,.62,255
tl20210105,20210520,171436,447809378459627520,微信,8,8,.02,200
tl20210105,20210520,171600,447809731167039488,微信,8,8,.02,200
TL1229,20210520,171600,447809733096419328,微信,12,12,.03,255
TL1229,20210520,171602,447809739136217088,微信,10,10,.03,255
tl20210105,20210520,171719,447810064459018240,微信,10,10,.02,200
tl00108,20210520,171839,447810398950567936,微信,118,118,.3,255
tl20210105,20210520,171840,447810402079518720,微信,2,2,0,200
TL1229,20210520,171842,447810410321326080,微信,10,10,.03,255
tl20210105,20210520,171843,447810413790015488,微信,3,3,.01,200
TL1229,20210520,172013,447810794959974400,微信,12,12,.03,255
TL1229,20210520,172015,447810803273084928,微信,10,10,.03,255
tl20210105,20210520,172017,447810810759917568,微信,10,10,.02,200
tl20210105,20210520,172145,447811180466843648,微信,10,10,.02,200
TL1229,20210520,172146,447811184266883072,微信,45,45,.11,255
TL1229,20210520,172147,447811188805120000,微信,20,20,.05,255
tl20210105,20210520,172321,447811583384268800,微信,10,10,.02,200
TL1229,20210520,172323,447811590447476736,微信,38,38,.1,255
TL1229,20210520,172446,447811936569831424,微信,65,65,.17,255
TL1229,20210520,172448,447811945537253376,微信,10,10,.03,255
tl20210105,20210520,172452,447811963207856128,微信,10,10,.02,200
TL1229,20210520,172455,447811974058520576,微信,18,18,.05,255
tl20210105,20210520,172614,447812307077869568,微信,40,40,.08,200
tl20210105,20210520,172618,447812323746033664,微信,30,30,.06,200
TL1229,20210520,172805,447812771441848320,微信,10,10,.03,255
tl20210105,20210520,172806,447812776009445376,微信,15,15,.03,200
tl00108,20210520,172808,447812785543098368,微信,66,66,.17,255
TL1229,20210520,173109,447813546620530688,微信,40,40,.1,255
tl20210105,20210520,173112,447813556217098240,微信,48,48,.1,200
tl20210105,20210520,173116,447813573740900352,微信,8,8,.02,200
TL1229,20210520,173301,447814016189640704,微信,28,28,.07,255
tl20210105,20210520,173429,447814382633398272,微信,35,35,.07,200
TL1229,20210520,173553,447814737379241984,微信,10,10,.03,255
tl20210105,20210520,173556,447814747659481088,微信,8,8,.02,200
TL1229,20210520,173722,447815109095239680,微信,25,25,.06,255
TL1229,20210520,174039,447815936165851136,微信,30,30,.08,255
TL1229,20210520,174208,447816308578103296,微信,38,38,.1,255
tl20210105,20210520,174210,447816317440667648,微信,33,33,.07,200
tl20210105,20210520,174210,447816319370047488,微信,55,55,.11,200
TL1229,20210520,174333,447816665333018624,微信,25,25,.06,255
TL1229,20210520,174527,447817144385449984,微信,28,28,.07,255
tl20210105,20210520,174653,K520040095952574,微信,35,35,.07,200
TL1229,20210520,174654,447817507113054208,微信,20,20,.05,255
TL1229,20210520,174656,447817518441869312,微信,38,38,.1,255
tl20210105,20210520,174820,K520040878856509,微信,48,48,.1,200
TL1229,20210520,174828,447817901025308672,微信,10,10,.03,255
TL1229,20210520,175338,447819203167956992,微信,15,15,.04,255
TL1229,20210520,175339,447819207592947712,微信,38,38,.1,255
tl20210105,20210520,175340,447819211975995392,微信,48,48,.1,200
TL1229,20210520,175526,447819657071341568,微信,48,48,.12,255
tl00108,20210520,175713,447820104855236608,微信,63,63,.16,255
tl20210105,20210520,175714,447820108156153856,微信,80,80,.16,200
tl20210105,20210520,175716,447820118826463232,微信,16,16,.03,200
TL1229,20210520,175717,447820120378355712,微信,28,28,.07,255
tl20210105,20210520,175717,447820123335340032,微信,25,25,.05,200
TL1229,20210520,180057,447821042563198976,微信,25,25,.06,255
